"Key","Rule","Severity","Component","Project","Status","Message","Line","TextRange","Type","Effort","CreationDate","UpdateDate","Tags","URL"
"AZeQdVkCyR1Wrs09NuDS","javascript:S2486","MINOR","w159_unstract:frontend/src/components/agency/configure-connector-modal/ConfigureConnectorModal.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","133","133:6-135:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVkCyR1Wrs09NuDS"
"AZeQdVkPyR1Wrs09NuDU","javascript:S2004","CRITICAL","w159_unstract:frontend/src/components/agency/ds-settings-card/DsSettingsCard.jsx","w159_unstract","OPEN","Refactor this code to not nest functions more than 4 levels deep.","226","226:21-226:23","CODE_SMELL","20min","3/25/2024 6:49:46 AM","6/20/2025 11:06:35 PM","brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVkPyR1Wrs09NuDU"
"AZeQdVkoyR1Wrs09NuDZ","javascript:S6754","MINOR","w159_unstract:frontend/src/components/agency/side-panel/SidePanel.jsx","w159_unstract","OPEN","useState call is not destructured into value + setter pair","15","15:8-15:39","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVkoyR1Wrs09NuDZ"
"AZeQdVjUyR1Wrs09NuDR","javascript:S2486","MINOR","w159_unstract:frontend/src/components/agency/steps/Steps.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","70","70:8-72:7","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVjUyR1Wrs09NuDR"
"AZeQdVkUyR1Wrs09NuDV","javascript:S6754","MINOR","w159_unstract:frontend/src/components/agency/tools/Tools.jsx","w159_unstract","OPEN","useState call is not destructured into value + setter pair","16","16:8-16:31","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVkUyR1Wrs09NuDV"
"AZeQdVm5yR1Wrs09NuDu","javascript:S2004","CRITICAL","w159_unstract:frontend/src/components/custom-tools/add-llm-profile/AddLlmProfile.jsx","w159_unstract","OPEN","Refactor this code to not nest functions more than 4 levels deep.","194","194:31-194:33","CODE_SMELL","20min","3/14/2024 7:41:49 AM","6/20/2025 11:06:35 PM","brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVm5yR1Wrs09NuDu"
"AZeQdVm5yR1Wrs09NuDv","javascript:S2004","CRITICAL","w159_unstract:frontend/src/components/custom-tools/add-llm-profile/AddLlmProfile.jsx","w159_unstract","OPEN","Refactor this code to not nest functions more than 4 levels deep.","204","204:36-204:38","CODE_SMELL","20min","3/14/2024 7:41:49 AM","6/20/2025 11:06:35 PM","brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVm5yR1Wrs09NuDv"
"AZeQdVm5yR1Wrs09NuDw","javascript:S2004","CRITICAL","w159_unstract:frontend/src/components/custom-tools/add-llm-profile/AddLlmProfile.jsx","w159_unstract","OPEN","Refactor this code to not nest functions more than 4 levels deep.","214","214:37-214:39","CODE_SMELL","20min","3/14/2024 7:41:49 AM","6/20/2025 11:06:35 PM","brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVm5yR1Wrs09NuDw"
"AZeQdVm5yR1Wrs09NuDx","javascript:S2004","CRITICAL","w159_unstract:frontend/src/components/custom-tools/add-llm-profile/AddLlmProfile.jsx","w159_unstract","OPEN","Refactor this code to not nest functions more than 4 levels deep.","224","224:34-224:36","CODE_SMELL","20min","3/14/2024 7:41:49 AM","6/20/2025 11:06:35 PM","brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVm5yR1Wrs09NuDx"
"AZeQdVm5yR1Wrs09NuDy","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/add-llm-profile/AddLlmProfile.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","306","306:8-308:7","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVm5yR1Wrs09NuDy"
"AZeQdVkvyR1Wrs09NuDa","javascript:S2004","CRITICAL","w159_unstract:frontend/src/components/custom-tools/combined-output/CombinedOutput.jsx","w159_unstract","OPEN","Refactor this code to not nest functions more than 4 levels deep.","123","123:30-123:32","CODE_SMELL","20min","10/16/2024 3:58:37 AM","6/20/2025 11:06:35 PM","brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVkvyR1Wrs09NuDa"
"AZeQdVmpyR1Wrs09NuDr","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/document-manager/DocumentManager.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","297","297:6-299:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmpyR1Wrs09NuDr"
"AZeQdVmOyR1Wrs09NuDk","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/header/Header.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","119","119:6-121:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmOyR1Wrs09NuDk"
"AZeQdVmUyR1Wrs09NuDl","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/list-of-tools/ListOfTools.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","23","23:2-26:1","CODE_SMELL","1h","5/2/2024 9:31:46 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmUyR1Wrs09NuDl"
"AZeQdVmUyR1Wrs09NuDm","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/list-of-tools/ListOfTools.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","193","193:6-195:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmUyR1Wrs09NuDm"
"AZeQdVmUyR1Wrs09NuDn","javascript:S6478","MAJOR","w159_unstract:frontend/src/components/custom-tools/list-of-tools/ListOfTools.jsx","w159_unstract","OPEN","Move this component definition out of the parent component and pass data as props.","198","198:27-198:29","CODE_SMELL","5min","3/10/2024 10:06:33 PM","6/20/2025 11:06:35 PM","jsx, performance, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmUyR1Wrs09NuDn"
"AZeQdVmxyR1Wrs09NuDs","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/manage-docs-modal/ManageDocsModal.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","383","383:6-385:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmxyR1Wrs09NuDs"
"AZeQdVmxyR1Wrs09NuDt","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/manage-docs-modal/ManageDocsModal.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","480","480:6-482:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmxyR1Wrs09NuDt"
"AZeQdVmhyR1Wrs09NuDp","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/manage-llm-profiles/ManageLlmProfiles.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","86","86:6-88:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmhyR1Wrs09NuDp"
"AZeQdVmhyR1Wrs09NuDq","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/manage-llm-profiles/ManageLlmProfiles.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","182","182:6-184:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmhyR1Wrs09NuDq"
"AZeQdVmayR1Wrs09NuDo","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/output-analyzer/OutputAnalyzerHeader.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","20","20:2-22:1","CODE_SMELL","1h","10/16/2024 3:58:37 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmayR1Wrs09NuDo"
"AZeQdVm_yR1Wrs09NuDz","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/pdf-viewer/PdfViewer.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","14","14:2-16:1","CODE_SMELL","1h","11/5/2024 2:10:43 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVm_yR1Wrs09NuDz"
"AZeQdVk3yR1Wrs09NuDb","javascript:S6644","MINOR","w159_unstract:frontend/src/components/custom-tools/prompt-card/DisplayPromptResult.jsx","w159_unstract","OPEN","Unnecessary use of boolean literals in conditional expression.","51","51:33-51:55","CODE_SMELL","5min","5/21/2025 7:40:04 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVk3yR1Wrs09NuDb"
"AZeQdVk9yR1Wrs09NuDc","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/prompt-card/PromptCard.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","255","255:8-257:7","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVk9yR1Wrs09NuDc"
"AZeQdVlCyR1Wrs09NuDd","javascript:S6749","MINOR","w159_unstract:frontend/src/components/custom-tools/prompt-card/PromptOutputsModal.jsx","w159_unstract","OPEN","A fragment with only one child is redundant.","88","88:22-93:25","CODE_SMELL","5min","5/21/2025 7:40:04 AM","6/20/2025 11:06:35 PM","react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVlCyR1Wrs09NuDd"
"AZeQdVlKyR1Wrs09NuDe","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/tool-ide/ToolIde.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","28","28:2-31:1","CODE_SMELL","1h","5/2/2024 9:31:46 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVlKyR1Wrs09NuDe"
"AZeQdVlKyR1Wrs09NuDf","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/tool-ide/ToolIde.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","39","39:2-41:1","CODE_SMELL","1h","7/15/2024 6:47:23 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVlKyR1Wrs09NuDf"
"AZeQdVlKyR1Wrs09NuDg","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/tool-ide/ToolIde.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","45","45:2-47:1","CODE_SMELL","1h","9/18/2024 8:03:30 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVlKyR1Wrs09NuDg"
"AZeQdVlKyR1Wrs09NuDh","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/tool-ide/ToolIde.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","129","129:10-131:9","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVlKyR1Wrs09NuDh"
"AZeQdVmHyR1Wrs09NuDj","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/tools-main/ToolsMain.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","124","124:6-126:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmHyR1Wrs09NuDj"
"AZeQdVmByR1Wrs09NuDi","javascript:S2486","MINOR","w159_unstract:frontend/src/components/custom-tools/tools-main/ToolsMainActionBtns.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","77","77:6-79:5","CODE_SMELL","1h","11/5/2024 12:33:35 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVmByR1Wrs09NuDi"
"AZeQdVp3yR1Wrs09NuEt","javascript:S2486","MINOR","w159_unstract:frontend/src/components/deployments/create-api-deployment-modal/CreateApiDeploymentModal.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","107","107:6-109:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVp3yR1Wrs09NuEt"
"AZeQdVpwyR1Wrs09NuEs","javascript:S2486","MINOR","w159_unstract:frontend/src/components/deployments/header/Header.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","20","20:6-22:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVpwyR1Wrs09NuEs"
"AZeQdVoHyR1Wrs09NuEF","javascript:S2486","MINOR","w159_unstract:frontend/src/components/helpers/auth/PersistentLogin.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","41","41:4-43:3","CODE_SMELL","1h","10/17/2024 5:07:04 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoHyR1Wrs09NuEF"
"AZeQdVn-yR1Wrs09NuEB","javascript:S2486","MINOR","w159_unstract:frontend/src/components/helpers/auth/RequireAuth.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","41","41:4-43:3","CODE_SMELL","1h","10/9/2024 2:13:51 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVn-yR1Wrs09NuEB"
"AZeQdVn-yR1Wrs09NuEC","javascript:S2486","MINOR","w159_unstract:frontend/src/components/helpers/auth/RequireAuth.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","49","49:4-51:3","CODE_SMELL","1h","4/25/2025 6:56:07 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVn-yR1Wrs09NuEC"
"AZeQdVoCyR1Wrs09NuED","javascript:S2486","MINOR","w159_unstract:frontend/src/components/helpers/auth/RequireGuest.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","28","28:4-30:3","CODE_SMELL","1h","10/9/2024 2:13:51 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoCyR1Wrs09NuED"
"AZeQdVoCyR1Wrs09NuEE","javascript:S2486","MINOR","w159_unstract:frontend/src/components/helpers/auth/RequireGuest.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","36","36:4-38:3","CODE_SMELL","1h","4/25/2025 6:56:07 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoCyR1Wrs09NuEE"
"AZeQdVnzyR1Wrs09NuD_","javascript:S2486","MINOR","w159_unstract:frontend/src/components/helpers/custom-tools/CustomToolsHelper.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","17","17:2-19:1","CODE_SMELL","1h","7/16/2024 5:22:31 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnzyR1Wrs09NuD_"
"AZeQdVn4yR1Wrs09NuEA","javascript:S6754","MINOR","w159_unstract:frontend/src/components/helpers/project/ProjectHelper.js","w159_unstract","OPEN","useState call is not destructured into value + setter pair","21","21:8-21:35","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVn4yR1Wrs09NuEA"
"AZeQdVogyR1Wrs09NuEL","javascript:S3358","MAJOR","w159_unstract:frontend/src/components/input-output/add-source-modal/AddSourceModal.jsx","w159_unstract","OPEN","Extract this nested ternary operation into an independent statement.","171","171:10-180:7","CODE_SMELL","5min","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","confusing","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVogyR1Wrs09NuEL"
"AZeQdVoOyR1Wrs09NuEG","javascript:S2486","MINOR","w159_unstract:frontend/src/components/input-output/add-source/AddSource.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","27","27:2-29:1","CODE_SMELL","1h","1/23/2025 6:01:44 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoOyR1Wrs09NuEG"
"AZeQdVoUyR1Wrs09NuEH","javascript:S2486","MINOR","w159_unstract:frontend/src/components/input-output/configure-ds/ConfigureDs.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","122","122:8-124:7","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoUyR1Wrs09NuEH"
"AZeQdVoUyR1Wrs09NuEI","javascript:S2486","MINOR","w159_unstract:frontend/src/components/input-output/configure-ds/ConfigureDs.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","205","205:8-207:7","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoUyR1Wrs09NuEI"
"AZeQdVoUyR1Wrs09NuEJ","javascript:S2486","MINOR","w159_unstract:frontend/src/components/input-output/configure-ds/ConfigureDs.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","225","225:8-227:7","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoUyR1Wrs09NuEJ"
"AZeQdVolyR1Wrs09NuEM","javascript:S2486","MINOR","w159_unstract:frontend/src/components/input-output/data-source-card/DataSourceCard.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","22","22:6-24:5","CODE_SMELL","1h","5/5/2024 9:28:05 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVolyR1Wrs09NuEM"
"AZeQdVoYyR1Wrs09NuEK","css:S4667","MAJOR","w159_unstract:frontend/src/components/input-output/manage-files/ManageFiles.css","w159_unstract","OPEN","Unexpected empty source","1","1:0-1:0","CODE_SMELL","1min","6/20/2025 11:06:35 PM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVoYyR1Wrs09NuEK"
"AZeQdVngyR1Wrs09NuD7","javascript:S3863","MINOR","w159_unstract:frontend/src/components/log-in/Login.jsx","w159_unstract","OPEN","'antd' imported multiple times.","1","1:23-1:29","CODE_SMELL","1min","11/19/2024 8:50:38 AM","6/20/2025 11:06:35 PM","es2015","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVngyR1Wrs09NuD7"
"AZeQdVngyR1Wrs09NuD8","javascript:S3863","MINOR","w159_unstract:frontend/src/components/log-in/Login.jsx","w159_unstract","OPEN","'antd' imported multiple times.","2","2:25-2:31","CODE_SMELL","1min","4/4/2024 4:21:37 AM","6/20/2025 11:06:35 PM","es2015","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVngyR1Wrs09NuD8"
"AZeQdVnSyR1Wrs09NuD3","javascript:S6478","MAJOR","w159_unstract:frontend/src/components/logging/detailed-logs/DetailedLogs.jsx","w159_unstract","OPEN","Move this component definition out of the parent component and pass data as props.","201","201:25-201:27","CODE_SMELL","5min","4/1/2025 4:22:35 AM","6/20/2025 11:06:35 PM","jsx, performance, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnSyR1Wrs09NuD3"
"AZeQdVnSyR1Wrs09NuD4","javascript:S6478","MAJOR","w159_unstract:frontend/src/components/logging/detailed-logs/DetailedLogs.jsx","w159_unstract","OPEN","Move this component definition out of the parent component and pass data as props.","211","211:21-211:23","CODE_SMELL","5min","6/12/2025 4:01:09 AM","6/20/2025 11:06:35 PM","jsx, performance, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnSyR1Wrs09NuD4"
"AZeQdVnSyR1Wrs09NuD5","javascript:S6478","MAJOR","w159_unstract:frontend/src/components/logging/detailed-logs/DetailedLogs.jsx","w159_unstract","OPEN","Move this component definition out of the parent component and pass data as props.","228","228:29-228:31","CODE_SMELL","5min","4/1/2025 4:22:35 AM","6/20/2025 11:06:35 PM","jsx, performance, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnSyR1Wrs09NuD5"
"AZeQdVnFyR1Wrs09NuD0","javascript:S2486","MINOR","w159_unstract:frontend/src/components/logging/execution-logs/ExecutionLogs.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","143","143:6-149:5","CODE_SMELL","1h","4/1/2025 4:22:35 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnFyR1Wrs09NuD0"
"AZeQdVnLyR1Wrs09NuD1","javascript:S6478","MAJOR","w159_unstract:frontend/src/components/logging/log-modal/LogModal.jsx","w159_unstract","OPEN","Move this component definition out of the parent component and pass data as props.","104","104:30-104:32","CODE_SMELL","5min","4/1/2025 4:22:35 AM","6/20/2025 11:06:35 PM","jsx, performance, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnLyR1Wrs09NuD1"
"AZeQdVnLyR1Wrs09NuD2","javascript:S6478","MAJOR","w159_unstract:frontend/src/components/logging/log-modal/LogModal.jsx","w159_unstract","OPEN","Move this component definition out of the parent component and pass data as props.","112","112:29-112:31","CODE_SMELL","5min","4/1/2025 4:22:35 AM","6/20/2025 11:06:35 PM","jsx, performance, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVnLyR1Wrs09NuD2"
"AZeQdVqDyR1Wrs09NuEw","javascript:S6848","MAJOR","w159_unstract:frontend/src/components/logs-and-notifications/DisplayLogsAndNotifications.jsx","w159_unstract","OPEN","Avoid non-native interactive elements. If using native HTML is not possible, add an appropriate role and support for tabbing, mouse, keyboard, and touch inputs to an interactive content element.","137","137:6-137:61","CODE_SMELL","5min","3/4/2025 6:39:12 AM","6/20/2025 11:06:35 PM","accessibility, react","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVqDyR1Wrs09NuEw"
"AZeQdVpiyR1Wrs09NuEh","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/side-nav-bar/SideNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","27","27:2-29:1","CODE_SMELL","1h","6/20/2024 2:36:04 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVpiyR1Wrs09NuEh"
"AZeQdVpiyR1Wrs09NuEi","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/side-nav-bar/SideNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","34","34:2-36:1","CODE_SMELL","1h","10/9/2024 2:13:51 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVpiyR1Wrs09NuEi"
"AZeQdVpiyR1Wrs09NuEj","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/side-nav-bar/SideNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","48","48:2-50:1","CODE_SMELL","1h","1/23/2025 6:00:59 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVpiyR1Wrs09NuEj"
"AZeQdVpiyR1Wrs09NuEk","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/side-nav-bar/SideNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","72","72:4-74:3","CODE_SMELL","1h","1/28/2025 6:07:16 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVpiyR1Wrs09NuEk"
"AZeQdVppyR1Wrs09NuEl","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/top-nav-bar/TopNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","45","45:2-47:1","CODE_SMELL","1h","3/15/2024 1:40:41 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVppyR1Wrs09NuEl"
"AZeQdVppyR1Wrs09NuEm","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/top-nav-bar/TopNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","62","62:2-64:1","CODE_SMELL","1h","10/9/2024 2:13:51 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVppyR1Wrs09NuEm"
"AZeQdVppyR1Wrs09NuEn","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/top-nav-bar/TopNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","119","119:2-121:1","CODE_SMELL","1h","1/28/2025 6:07:16 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVppyR1Wrs09NuEn"
"AZeQdVppyR1Wrs09NuEo","javascript:S2486","MINOR","w159_unstract:frontend/src/components/navigations/top-nav-bar/TopNavBar.jsx","w159_unstract","OPEN","Handle this exception or don't catch it at all.","151","151:4-153:3","CODE_SMELL","1h","1/28/2025 6:07:16 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVppyR1Wrs09NuEo"
