"Key","Rule","Severity","Component","Project","Status","Message","Line","TextRange","Type","Effort","CreationDate","UpdateDate","Tags","URL"
"AZeQdVsPyR1Wrs09NuFP","javascript:S2486","MINOR","w159_unstract:frontend/src/routes/useMainAppRoutes.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","93","93:2-95:1","CODE_SMELL","1h","1/23/2025 6:00:59 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVsPyR1Wrs09NuFP"
"AZeQdVrwyR1Wrs09NuE8","javascript:S2486","MINOR","w159_unstract:frontend/src/store/workflow-store.js","w159_unstract","OPEN","Handle this exception or don't catch it at all.","63","63:6-65:5","CODE_SMELL","1h","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe, error-handling, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVrwyR1Wrs09NuE8"
"AZeQydKTJDIiFPR0wEVv","javascript:S1874","MINOR","w159_unstract:frontend/src/utils/common.utils.js","w159_unstract","OPEN","'(from: number, length?: number): string' is deprecated.","79","79:53-79:59","CODE_SMELL","15min","6/21/2025 12:29:06 AM","6/21/2025 12:38:31 AM","cwe, obsolete, type-dependent","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQydKTJDIiFPR0wEVv"
"AZeQydKTJDIiFPR0wEVw","javascript:S6582","MAJOR","w159_unstract:frontend/src/utils/common.utils.js","w159_unstract","OPEN","Prefer using an optional chain expression instead, as it's more concise and easier to read.","139","139:54-139:70","CODE_SMELL","5min","6/21/2025 12:29:06 AM","6/21/2025 12:38:31 AM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQydKTJDIiFPR0wEVw"
"AZeQdVxnyR1Wrs09NuJf","pythonsecurity:S5145","MINOR","w159_unstract:platform-service/src/unstract/platform_service/controller/__init__.py","w159_unstract","OPEN","Change this code to not log user-controlled data.","34","34:4-34:29","VULNERABILITY","30min","4/24/2025 6:37:02 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVxnyR1Wrs09NuJf"
"AZeQdVxeyR1Wrs09NuJc","python:S3776","CRITICAL","w159_unstract:platform-service/src/unstract/platform_service/controller/platform.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.","369","369:4-369:9","CODE_SMELL","8min","10/18/2024 12:33:31 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVxeyR1Wrs09NuJc"
"AZeQdVxeyR1Wrs09NuJe","pythonsecurity:S5145","MINOR","w159_unstract:platform-service/src/unstract/platform_service/controller/platform.py","w159_unstract","OPEN","Change this code to not log user-controlled data.","414","414:12-414:72","VULNERABILITY","30min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVxeyR1Wrs09NuJe"
"AZeQdVxeyR1Wrs09NuJd","pythonsecurity:S5145","MINOR","w159_unstract:platform-service/src/unstract/platform_service/controller/platform.py","w159_unstract","OPEN","Change this code to not log user-controlled data.","433","433:12-433:73","VULNERABILITY","30min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVxeyR1Wrs09NuJd"
"AZeQdVxuyR1Wrs09NuJg","python:S7512","MAJOR","w159_unstract:platform-service/src/unstract/platform_service/helper/cost_calculation.py","w159_unstract","OPEN","Make this loop to iterate over the dict values.","56","56:29-56:52","CODE_SMELL","1min","8/16/2024 4:13:11 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVxuyR1Wrs09NuJg"
"AZeQdVtbyR1Wrs09NuFY","python:S3776","CRITICAL","w159_unstract:prompt-service/src/unstract/prompt_service/controllers/answer_prompt.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 117 to the 15 allowed.","35","35:4-35:20","CODE_SMELL","1h47min","5/11/2025 12:09:51 PM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVtbyR1Wrs09NuFY"
"AZeQdVtMyR1Wrs09NuFU","python:S3776","CRITICAL","w159_unstract:prompt-service/src/unstract/prompt_service/services/answer_prompt.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","91","91:8-91:24","CODE_SMELL","7min","5/16/2025 1:45:47 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVtMyR1Wrs09NuFU"
"AZeQdVtMyR1Wrs09NuFV","python:S1135","INFO","w159_unstract:prompt-service/src/unstract/prompt_service/services/answer_prompt.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","180","180:8-180:56","CODE_SMELL","0min","4/2/2025 1:27:24 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVtMyR1Wrs09NuFV"
"AZeQdVtMyR1Wrs09NuFW","python:S1135","INFO","w159_unstract:prompt-service/src/unstract/prompt_service/services/answer_prompt.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","185","185:12-185:53","CODE_SMELL","0min","4/2/2025 1:27:24 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVtMyR1Wrs09NuFW"
"AZeQdVyeyR1Wrs09NuJz","python:S3457","MAJOR","w159_unstract:runner/src/unstract/runner/clients/helper.py","w159_unstract","OPEN","Remove 1 unexpected argument(s).","16","16:63-16:74","CODE_SMELL","1min","7/9/2024 1:40:16 AM","6/20/2025 11:06:35 PM","confusing","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVyeyR1Wrs09NuJz"
"AZeQdV0IyR1Wrs09NuKG","docker:S7031","MINOR","w159_unstract:tools/classifier/Dockerfile","w159_unstract","OPEN","Merge this RUN instruction with the consecutive ones.","7","7:0-7:3","CODE_SMELL","5min","3/22/2024 12:34:22 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdV0IyR1Wrs09NuKG"
"AZeQdVz-yR1Wrs09NuKD","python:S1135","INFO","w159_unstract:tools/classifier/src/helper.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","94","94:12-94:81","CODE_SMELL","0min","11/21/2024 10:12:24 PM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVz-yR1Wrs09NuKD"
"AZeQdVz-yR1Wrs09NuKE","python:S7498","MINOR","w159_unstract:tools/classifier/src/helper.py","w159_unstract","OPEN","Replace this constructor call with a literal.","135","135:39-135:43","CODE_SMELL","5min","1/22/2025 10:56:49 PM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVz-yR1Wrs09NuKE"
"AZeQdV0DyR1Wrs09NuKF","python:S7498","MINOR","w159_unstract:tools/classifier/src/main.py","w159_unstract","OPEN","Replace this constructor call with a literal.","91","91:39-91:43","CODE_SMELL","5min","6/6/2024 5:45:12 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdV0DyR1Wrs09NuKF"
"AZeQdVztyR1Wrs09NuJ9","docker:S7031","MINOR","w159_unstract:tools/structure/Dockerfile","w159_unstract","OPEN","Merge this RUN instruction with the consecutive ones.","19","19:0-19:3","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVztyR1Wrs09NuJ9"
"AZeQdVztyR1Wrs09NuJ_","docker:S7018","MINOR","w159_unstract:tools/structure/Dockerfile","w159_unstract","OPEN","Sort these package names alphanumerically.","20","20:7-22:39","CODE_SMELL","5min","12/11/2024 12:50:58 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVztyR1Wrs09NuJ_"
"AZeQdVy1yR1Wrs09NuJ3","python:S125","MAJOR","w159_unstract:tools/structure/src/constants.py","w159_unstract","OPEN","Remove this commented out code.","43","43:4-43:54","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","unused","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVy1yR1Wrs09NuJ3"
"AZeQdVzAyR1Wrs09NuJ7","python:S3776","CRITICAL","w159_unstract:tools/structure/src/main.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 21 to the 15 allowed.","34","34:8-34:11","CODE_SMELL","11min","6/12/2025 3:59:27 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVzAyR1Wrs09NuJ7"
"AZeQdVzAyR1Wrs09NuJ8","python:S7498","MINOR","w159_unstract:tools/structure/src/main.py","w159_unstract","OPEN","Replace this constructor call with a literal.","126","126:39-126:43","CODE_SMELL","5min","6/6/2024 5:45:12 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVzAyR1Wrs09NuJ8"
"AZeQdVy6yR1Wrs09NuJ4","python:S3776","CRITICAL","w159_unstract:tools/structure/src/utils.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.","4","4:4-4:20","CODE_SMELL","8min","11/19/2024 1:41:32 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVy6yR1Wrs09NuJ4"
"AZeQdVy6yR1Wrs09NuJ5","python:S1135","INFO","w159_unstract:tools/structure/src/utils.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","20","20:12-20:84","CODE_SMELL","0min","11/19/2024 1:41:32 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVy6yR1Wrs09NuJ5"
"AZeQdVy6yR1Wrs09NuJ6","python:S3358","MAJOR","w159_unstract:tools/structure/src/utils.py","w159_unstract","OPEN","Extract this nested conditional expression into an independent statement.","22","22:19-22:78","CODE_SMELL","5min","11/19/2024 1:41:32 AM","6/20/2025 11:06:35 PM","confusing","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVy6yR1Wrs09NuJ6"
"AZeQdVz4yR1Wrs09NuKB","docker:S7031","MINOR","w159_unstract:tools/text_extractor/Dockerfile","w159_unstract","OPEN","Merge this RUN instruction with the consecutive ones.","7","7:0-7:3","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVz4yR1Wrs09NuKB"
"AZeQdVzyyR1Wrs09NuKA","python:S7498","MINOR","w159_unstract:tools/text_extractor/src/main.py","w159_unstract","OPEN","Replace this constructor call with a literal.","55","55:39-55:43","CODE_SMELL","5min","1/22/2025 10:56:49 PM","6/20/2025 11:06:35 PM","","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVzyyR1Wrs09NuKA"
"AZeQdVvRyR1Wrs09NuFq","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/base.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","56","56:4-56:48","CODE_SMELL","0min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvRyR1Wrs09NuFq"
"AZeQdVvMyR1Wrs09NuFp","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/connectorkit.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","35","35:4-35:41","CODE_SMELL","0min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvMyR1Wrs09NuFp"
"AZeQdVt2yR1Wrs09NuFe","python:S1481","MINOR","w159_unstract:unstract/connectors/src/unstract/connectors/databases/exceptions_helper.py","w159_unstract","OPEN","Replace the unused local variable ""error_code"" with ""_"".","17","17:8-17:18","CODE_SMELL","5min","6/10/2024 12:51:58 AM","6/20/2025 11:06:35 PM","unused","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVt2yR1Wrs09NuFe"
"AZeQdVtwyR1Wrs09NuFc","python:S3776","CRITICAL","w159_unstract:unstract/connectors/src/unstract/connectors/databases/register.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","12","12:4-12:23","CODE_SMELL","7min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVtwyR1Wrs09NuFc"
"AZeQdVtwyR1Wrs09NuFd","python:S125","MAJOR","w159_unstract:unstract/connectors/src/unstract/connectors/databases/register.py","w159_unstract","OPEN","Remove this commented out code.","16","16:4-16:21","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","unused","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVtwyR1Wrs09NuFd"
"AZeQdVuhyR1Wrs09NuFf","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/databases/unstract_db.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","57","57:4-57:53","CODE_SMELL","0min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVuhyR1Wrs09NuFf"
"AZeQdVuuyR1Wrs09NuFh","python:S5799","MAJOR","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/azure_cloud_storage/exceptions.py","w159_unstract","OPEN","Merge these implicitly concatenated strings; or did you forget a comma?","33","33:12-33:14","CODE_SMELL","1min","5/8/2025 1:01:35 AM","6/20/2025 11:06:35 PM","confusing, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVuuyR1Wrs09NuFh"
"AZeQdVuuyR1Wrs09NuFi","python:S5799","MAJOR","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/azure_cloud_storage/exceptions.py","w159_unstract","OPEN","Merge these implicitly concatenated strings; or did you forget a comma?","45","45:12-45:14","CODE_SMELL","1min","5/8/2025 1:01:35 AM","6/20/2025 11:06:35 PM","confusing, suspicious","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVuuyR1Wrs09NuFi"
"AZeQdVu7yR1Wrs09NuFm","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/google_drive/google_drive.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","153","153:4-153:70","CODE_SMELL","0min","2/21/2025 9:49:58 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVu7yR1Wrs09NuFm"
"AZeQdVvAyR1Wrs09NuFn","python:S3776","CRITICAL","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/register.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","12","12:4-12:23","CODE_SMELL","7min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvAyR1Wrs09NuFn"
"AZeQdVu0yR1Wrs09NuFj","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/sftp/sftp.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","91","91:4-91:77","CODE_SMELL","0min","9/25/2024 7:12:34 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVu0yR1Wrs09NuFj"
"AZeQdVu0yR1Wrs09NuFk","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/sftp/sftp.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","100","100:4-100:77","CODE_SMELL","0min","9/25/2024 7:12:34 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVu0yR1Wrs09NuFk"
"AZeQdVu0yR1Wrs09NuFl","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/sftp/sftp.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","106","106:4-106:77","CODE_SMELL","0min","9/25/2024 7:12:34 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVu0yR1Wrs09NuFl"
"AZeQdVuoyR1Wrs09NuFg","python:S1135","INFO","w159_unstract:unstract/connectors/src/unstract/connectors/filesystems/zs_dropbox/zs_dropbox.py","w159_unstract","OPEN","Complete the task associated to this ""TODO"" comment.","37","37:8-37:47","CODE_SMELL","0min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","cwe","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVuoyR1Wrs09NuFg"
"AZeQdVvHyR1Wrs09NuFo","python:S3776","CRITICAL","w159_unstract:unstract/connectors/src/unstract/connectors/queues/register.py","w159_unstract","OPEN","Refactor this function to reduce its Cognitive Complexity from 17 to the 15 allowed.","12","12:4-12:23","CODE_SMELL","7min","7/5/2024 4:16:31 AM","6/20/2025 11:06:35 PM","architecture, brain-overload","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvHyR1Wrs09NuFo"
"AZeQdVwFyR1Wrs09NuF9","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_bigquery_db.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","32","32:8-32:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwFyR1Wrs09NuF9"
"AZeQdVvpyR1Wrs09NuFz","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_mariadb.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","24","24:8-24:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvpyR1Wrs09NuFz"
"AZeQdVv3yR1Wrs09NuF3","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_mssql_db.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","25","25:8-25:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVv3yR1Wrs09NuF3"
"AZeQdVv8yR1Wrs09NuF5","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_mysql_db.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","25","25:8-25:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVv8yR1Wrs09NuF5"
"AZeQdVwByR1Wrs09NuF7","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_postgresql_db.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","26","26:8-26:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwByR1Wrs09NuF7"
"AZeQdVwByR1Wrs09NuF8","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_postgresql_db.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","46","46:8-46:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwByR1Wrs09NuF8"
"AZeQdVvyyR1Wrs09NuF1","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/databases/test_redshift_db.py","w159_unstract","OPEN","Consider using ""assertGreater"" instead.","30","30:8-30:41","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvyyR1Wrs09NuF1"
"AZeQdVvuyR1Wrs09NuF0","python:S125","MAJOR","w159_unstract:unstract/connectors/tests/databases/test_snowflake_db.py","w159_unstract","OPEN","Remove this commented out code.","19","19:8-19:34","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","unused","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvuyR1Wrs09NuF0"
"AZeQdVvkyR1Wrs09NuFx","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/filesystems/test_google_drive_fs.py","w159_unstract","OPEN","Consider using ""assertTrue"" instead.","8","8:8-8:62","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvkyR1Wrs09NuFx"
"AZeQdVvWyR1Wrs09NuFr","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/filesystems/test_http_fs.py","w159_unstract","OPEN","Consider using ""assertFalse"" instead.","10","10:8-10:51","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvWyR1Wrs09NuFr"
"AZeQdVvbyR1Wrs09NuFs","python:S1607","MAJOR","w159_unstract:unstract/connectors/tests/filesystems/test_miniofs.py","w159_unstract","OPEN","Provide a reason for skipping this test.","8","8:19-8:21","CODE_SMELL","2min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","bad-practice, confusing, tests","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvbyR1Wrs09NuFs"
"AZeQdVvbyR1Wrs09NuFt","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/filesystems/test_miniofs.py","w159_unstract","OPEN","Consider using ""assertFalse"" instead.","10","10:8-10:57","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvbyR1Wrs09NuFt"
"AZeQdVvbyR1Wrs09NuFu","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/filesystems/test_miniofs.py","w159_unstract","OPEN","Consider using ""assertFalse"" instead.","26","26:8-26:57","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvbyR1Wrs09NuFu"
"AZeQdVvfyR1Wrs09NuFv","python:S101","MINOR","w159_unstract:unstract/connectors/tests/filesystems/test_pcs.py","w159_unstract","OPEN","Rename class ""TestPCS_FS"" to match the regular expression ^_?([A-Z_][a-zA-Z0-9]*|[a-z_][a-z0-9_]*)$.","7","7:6-7:16","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","convention","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvfyR1Wrs09NuFv"
"AZeQdVvfyR1Wrs09NuFw","python:S5906","MINOR","w159_unstract:unstract/connectors/tests/filesystems/test_pcs.py","w159_unstract","OPEN","Consider using ""assertFalse"" instead.","9","9:8-9:70","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVvfyR1Wrs09NuFw"
"AZeQdVwWyR1Wrs09NuGB","python:S5906","MINOR","w159_unstract:unstract/core/tests/account_services/test_pandora_account.py","w159_unstract","OPEN","Consider using ""assertTrue"" instead.","11","11:8-11:36","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwWyR1Wrs09NuGB"
"AZeQdVwRyR1Wrs09NuF_","python:S5906","MINOR","w159_unstract:unstract/core/tests/test_pubsub_helper.py","w159_unstract","OPEN","Consider using ""assertTrue"" instead.","16","16:8-16:35","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwRyR1Wrs09NuF_"
"AZeQdVwRyR1Wrs09NuGA","python:S5906","MINOR","w159_unstract:unstract/core/tests/test_pubsub_helper.py","w159_unstract","OPEN","Consider using ""assertTrue"" instead.","17","17:8-17:35","CODE_SMELL","1min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","tests, unittest","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwRyR1Wrs09NuGA"
"AZeQdVw2yR1Wrs09NuJR","python:S1192","CRITICAL","w159_unstract:unstract/flags/src/unstract/flags/generated/evaluation_pb2.py","w159_unstract","OPEN","Define a constant instead of duplicating this literal ""protos.evaluation_pb2"" 8 times.","1056","1056:30-1056:53","CODE_SMELL","16min","6/20/2024 2:36:04 AM","6/20/2025 11:06:35 PM","design","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVw2yR1Wrs09NuJR"
"AZeQdVwcyR1Wrs09NuGE","python:S116","MINOR","w159_unstract:unstract/flags/src/unstract/flags/generated/evaluation_pb2_grpc.py","w159_unstract","OPEN","Rename this field ""Boolean"" to match the regular expression ^[_a-z][_a-z0-9]*$.","19","19:13-19:20","CODE_SMELL","2min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","convention","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwcyR1Wrs09NuGE"
"AZeQdVwcyR1Wrs09NuGD","python:S116","MINOR","w159_unstract:unstract/flags/src/unstract/flags/generated/evaluation_pb2_grpc.py","w159_unstract","OPEN","Rename this field ""Variant"" to match the regular expression ^[_a-z][_a-z0-9]*$.","24","24:13-24:20","CODE_SMELL","2min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","convention","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwcyR1Wrs09NuGD"
"AZeQdVwcyR1Wrs09NuGF","python:S116","MINOR","w159_unstract:unstract/flags/src/unstract/flags/generated/evaluation_pb2_grpc.py","w159_unstract","OPEN","Rename this field ""Batch"" to match the regular expression ^[_a-z][_a-z0-9]*$.","29","29:13-29:18","CODE_SMELL","2min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","convention","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwcyR1Wrs09NuGF"
"AZeQdVwcyR1Wrs09NuGI","python:S1172","MAJOR","w159_unstract:unstract/flags/src/unstract/flags/generated/evaluation_pb2_grpc.py","w159_unstract","OPEN","Remove the unused function parameter ""request"".","39","39:22-39:29","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","unused","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwcyR1Wrs09NuGI"
"AZeQdVwcyR1Wrs09NuGJ","python:S100","MINOR","w159_unstract:unstract/flags/src/unstract/flags/generated/evaluation_pb2_grpc.py","w159_unstract","OPEN","Rename method ""Boolean"" to match the regular expression ^[a-z_][a-z0-9_]*$.","39","39:8-39:15","CODE_SMELL","5min","2/25/2024 5:49:36 AM","6/20/2025 11:06:35 PM","convention","https://sonarcloud.io/project/issues?id=w159_unstract&open=AZeQdVwcyR1Wrs09NuGJ"
